X_coord,y_coord
8.100000000000001,0.8918129836855333
8.2,2.825075666626883
8.3,3.336511952776514
8.400000000000002,5.2204628981665975
8.5,4.27707423745418
8.600000000000001,5.778760519784802
8.7,5.3557709019120905
8.8,7.070025562952226
8.900000000000002,8.870057350832846
9.0,11.699766093862433
9.100000000000001,10.561723891948812
9.200000000000003,12.237260788674941
9.3,13.972303176639265
9.400000000000002,13.254078765250783
9.5,13.693209735959964
9.600000000000001,15.811855425211686
9.700000000000003,16.602565755262713
9.8,18.44859390204684
9.900000000000002,20.99839789853746
